Coluna;Microrregião
CNAE 2.0 Subclasse;41001:PARANAVAÍ;41002:UMUARAMA;41003:CIANORTE;41004:GOIOERÊ;41005:CAMPO MOURÃO;41006:ASTORGA;41007:PORECATU;41008:FLORAÍ;41009:MARINGÁ;41010:APUCARANA;41011:LONDRINA;41012:FAXINAL;41013:IVAIPORÃ;41014:ASSAÍ;41015:CORNÉLIO PROCÓPIO;41016:JACAREZINHO;41017:IBAITI;41018:WENCESLAU BRAZ;41019:TELÊMACO BORBA;41020:JAGUARIAÍVA;41021:PONTA GROSSA;41022:TOLEDO;41023:CASCAVEL-PR;41024:FOZ DO IGUAÇU;41025:CAPANEMA;41026:FRANCISCO BELTRÃO;41027:PATO BRANCO;41028:PITANGA;41029:GUARAPUAVA;41030:PALMAS;41031:PRUDENTÓPOLIS;41032:IRATI;41033:UNIÃO DA VITÓRIA;41034:SÃO MATEUS DO SUL;41035:CERRO AZUL;41036:LAPA;41037:CURITIBA;41038:PARANAGUÁ;41039:RIO NEGRO-PR;42001:SÃO MIGUEL DO OESTE;42002:CHAPECÓ;42003:XANXERÊ;42004:JOAÇABA;42005:CONCÓRDIA;42006:CANOINHAS;42007:SÃO BENTO DO SUL;42008:JOINVILLE;42009:CURITIBANOS;42010:CAMPOS DE LAGES;42011:RIO DO SUL;42012:BLUMENAU;42013:ITAJAÍ;42014:ITUPORANGA;42015:TIJUCAS;42016:FLORIANÓPOLIS;42017:TABULEIRO;42018:TUBARÃO;42019:CRICIÚMA;42020:ARARANGUÁ;43001:SANTA ROSA;43002:TRÊS PASSOS;43003:FREDERICO WESTPHALEN;43004:ERECHIM;43005:SANANDUVA;43006:CERRO LARGO;43007:SANTO ÂNGELO;43008:IJUÍ;43009:CARAZINHO;43010:PASSO FUNDO;43011:CRUZ ALTA;43012:NÃO-ME-TOQUE;43013:SOLEDADE;43014:GUAPORÉ;43015:VACARIA;43016:CAXIAS DO SUL;43017:SANTIAGO;43018:SANTA MARIA;43019:RESTINGA SECA;43020:SANTA CRUZ DO SUL;43021:LAJEADO-ESTRELA;43022:CACHOEIRA DO SUL;43023:MONTENEGRO;43024:GRAMADO-CANELA;43025:SÃO JERÔNIMO;43026:PORTO ALEGRE;43027:OSÓRIO;43028:CAMAQUÃ;43029:CAMPANHA OCIDENTAL;43030:CAMPANHA CENTRAL;43031:CAMPANHA MERIDIONAL;43032:SERRAS DE SUDESTE;43033:PELOTAS;43034:JAGUARÃO;43035:LITORAL LAGUNAR;Total
7319002:Promoção de vendas;2;35;3;2;2;13;0;0;502;34;323;0;0;0;1;1;0;0;1;0;54;37;291;21;7;19;30;1;38;0;2;1;0;0;0;39;799;9;1;28;120;34;9;3;2;1;81;2;10;58;136;100;0;2;217;0;22;75;6;89;2;3;4;1;1;26;80;1;35;1;4;0;1;1;89;0;49;1;5;22;4;5;190;0;1244;36;0;4;0;2;8;7;0;11;5100
7319003:Marketing direto;1;1;0;0;1;5;0;0;88;4;129;0;0;0;1;1;0;0;0;0;17;13;55;10;0;0;0;1;1;0;1;0;0;0;0;0;331;0;0;3;11;1;8;0;2;1;53;0;2;6;38;22;0;0;65;0;5;51;17;0;0;0;2;0;0;6;6;3;4;0;0;0;0;1;14;0;19;0;8;7;5;10;5;0;417;53;0;2;1;2;2;27;0;0;1539
7319004:Consultoria em publicidade;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;1;0;1;6;0;0;2;0;1;0;0;0;0;0;0;0;8;0;0;0;10;0;0;0;0;0;4;0;0;0;2;0;0;0;6;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;192
7319099:Outras atividades de publicidade não especificadas anteriormente;0;4;1;0;0;1;0;0;30;37;38;0;1;0;0;1;0;0;0;2;10;2;11;6;0;5;0;0;0;0;0;0;0;0;0;0;41;3;0;0;6;4;5;1;1;0;58;0;0;4;119;16;0;0;39;0;11;1;2;16;1;8;0;0;0;1;8;1;5;1;0;0;2;0;60;3;0;0;3;36;0;2;1;0;100;4;0;1;0;1;1;15;0;1;731
7320300:Pesquisas de mercado e de opinião pública;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;5;0;0;0;0;0;4;0;3;1;2;0;0;1;64;0;0;7;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;368
7410202:Decoração de interiores;0;3;0;0;0;2;1;0;3;5;3;0;0;0;0;2;0;0;0;0;7;2;0;0;0;5;0;0;1;0;0;0;0;0;0;0;96;0;0;0;0;0;3;0;0;0;6;0;1;0;23;42;1;0;11;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;3;0;39;2;0;0;0;0;0;0;0;0;272
7410203:Design de produtos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
7410299:Atividades de design não especificadas anteriormente;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0;0;0;0;0;38
7420001:Atividades de produção de fotografias, exceto aérea e submarina;8;17;8;0;3;30;1;0;59;32;29;0;4;1;4;2;0;0;1;0;8;19;11;45;3;24;7;2;5;1;1;2;2;0;0;2;171;0;0;16;38;11;45;12;4;4;52;9;10;7;123;58;3;2;71;2;14;15;9;23;6;17;13;4;1;17;15;1;30;4;11;3;26;2;100;10;42;0;40;19;13;6;42;10;261;14;4;17;5;5;3;11;0;3;1785
7420002:Atividades de produção de fotografias aéreas e submarinas;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;7;6;0;0;0;34;0;1;0;0;0;0;0;0;0;69
7420003:Laboratórios fotográficos;0;0;1;0;12;32;0;0;6;0;14;0;0;0;54;0;0;0;0;0;0;14;40;6;0;2;0;1;0;0;0;0;0;0;0;0;49;5;0;8;35;0;23;7;5;12;26;0;12;0;28;121;0;1;38;0;64;2;0;0;0;0;14;0;3;4;0;0;16;0;0;0;4;0;29;0;1;0;27;2;6;2;5;0;136;19;0;6;1;0;0;14;0;0;907
7420004:Filmagem de festas e eventos;2;1;0;0;0;18;0;0;9;3;16;0;0;0;0;0;0;0;3;0;6;0;48;7;0;0;0;0;0;0;0;1;0;0;0;0;42;2;0;7;2;0;9;1;0;1;5;1;6;4;0;5;0;0;6;0;4;13;3;12;0;1;0;0;0;2;1;1;72;1;3;1;7;0;22;0;5;0;1;0;0;0;0;1;93;2;1;0;0;2;0;0;0;1;454
7420005:Serviços de microfilmagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;53;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;97
7490101:Serviços de tradução, interpretação e similares;0;0;1;0;0;0;3;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;52;0;1;0;0;0;2;0;0;0;127
7490102:Escafandria e mergulho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;42;0;0;0;0;43;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;22;176
7490103:Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;11;14;2;8;7;7;2;2;67;2;16;13;33;17;14;14;2;1;5;2;45;20;12;10;8;30;17;4;9;0;4;0;1;11;1;3;14;8;0;11;18;12;27;17;11;3;8;1;8;1;0;2;14;1;157;2;2;1;11;22;0;5;39;4;4;12;7;19;64;10;1;0;8;14;6;10;17;38;1;14;7;5;1;0;54;0;0;19;10;29;2;36;0;0;1201
7490104:Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;1;22;0;0;1;6;1;0;42;0;111;0;0;2;1;0;4;1;0;1;5;13;17;10;6;4;2;0;16;0;0;0;0;0;0;0;827;2;0;2;11;0;3;0;4;9;84;1;2;3;49;87;0;0;210;0;9;15;3;2;0;0;7;0;0;3;10;0;23;23;2;0;0;1;62;0;9;0;5;4;0;0;24;8;1190;0;0;23;5;8;4;14;1;16;3031
7490105:Agenciamento de profissionais para atividades esportivas, culturais e artísticas;0;1;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;21;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;96
7490199:Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;2;1;0;0;13;8;0;0;24;13;22;0;0;0;3;1;0;0;7;1;10;17;24;2;0;0;0;1;11;2;0;4;0;1;0;0;549;7;1;8;59;12;39;60;10;10;95;2;8;8;97;106;4;41;1008;0;11;20;0;1;0;1;19;0;2;3;16;6;44;3;1;0;4;1;76;2;46;0;12;32;4;4;30;3;516;8;7;7;1;1;0;15;2;60;3249
7500100:Atividades veterinárias;2;6;7;1;9;6;2;1;52;37;70;2;1;2;14;3;0;4;14;3;44;14;119;50;4;12;11;2;8;1;3;15;3;2;0;1;299;12;1;7;90;1;19;7;14;12;125;12;34;10;71;102;4;2;101;0;36;45;7;3;2;5;8;5;1;6;1;10;14;8;1;3;0;12;125;1;31;4;12;5;5;2;37;0;312;16;0;11;10;1;0;18;0;4;2209
7711000:Locação de automóveis sem condutor;9;6;2;40;5;0;0;0;396;1;124;0;0;0;0;11;1;0;9;3;53;12;56;61;0;7;10;1;18;0;0;1;1;4;0;0;2155;3;0;14;24;7;16;6;8;11;157;1;19;4;101;158;5;0;294;0;51;22;3;7;3;2;91;0;0;8;8;7;25;7;0;0;3;3;104;21;13;0;37;29;4;14;49;102;842;8;3;12;3;8;0;20;0;22;5345
7719501:Locação de embarcações sem tripulação, exceto para fins recreativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
7719599:Locação de outros meios de transporte não especificados anteriormente, sem condutor;0;9;0;0;3;2;0;0;42;6;15;3;1;0;1;1;0;0;1;0;0;4;5;2;0;0;0;0;40;0;0;0;0;0;0;0;31;35;0;0;0;0;12;0;2;0;17;0;5;2;0;32;0;0;3;0;58;2;0;1;0;0;3;0;0;2;10;1;1;0;0;0;0;1;10;0;1;0;0;13;0;1;0;0;65;11;0;1;0;0;0;4;0;10;469
7721700:Aluguel de equipamentos recreativos e esportivos;3;5;0;0;0;20;0;1;15;2;19;0;0;0;0;0;0;0;0;0;5;1;7;11;0;0;3;0;3;2;2;3;5;0;0;0;71;8;0;5;6;0;1;4;0;2;25;0;9;3;14;34;0;1;19;0;0;4;0;3;3;1;0;0;0;0;1;0;6;3;0;0;1;4;11;0;0;0;0;0;4;0;0;0;104;2;0;2;1;0;0;0;0;0;459
7722500:Aluguel de fitas de vídeo, DVDs e similares;0;0;1;0;0;1;0;0;12;0;7;0;0;0;1;0;0;0;2;0;2;4;5;1;0;1;3;1;2;0;2;0;2;0;0;0;64;3;3;1;3;1;11;4;2;8;15;0;10;2;9;8;0;2;26;0;9;11;6;2;1;0;0;3;0;4;1;1;44;1;2;1;3;2;6;0;11;0;14;1;3;4;10;2;64;5;1;5;2;0;1;3;0;2;444
7723300:Aluguel de objetos do vestuário, jóias e acessórios;44;30;11;5;3;15;0;0;60;28;120;0;1;1;5;5;0;3;2;0;205;38;70;72;0;3;7;1;15;0;3;3;2;0;0;0;408;5;3;84;139;6;260;100;24;7;103;5;5;21;50;56;6;7;324;0;20;58;9;13;1;1;3;0;1;0;2;2;201;3;2;0;8;3;53;2;21;0;2;13;0;6;13;1;276;12;0;0;5;3;1;12;0;9;3121
7729201:Aluguel de aparelhos de jogos eletrônicos;0;7;0;0;0;1;0;0;2;0;2;0;0;0;1;0;0;0;0;0;4;3;0;14;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;1;0;0;4;0;0;0;0;1;0;2;1;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;0;0;3;0;0;0;0;0;0;2;0;12;95
7729202:Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal;2;4;0;0;0;2;4;0;16;2;81;0;1;2;1;17;0;0;0;0;4;8;2;15;0;16;0;0;0;0;0;0;0;0;0;0;141;4;0;0;0;0;0;0;0;0;5;0;4;0;13;17;0;5;126;0;3;0;3;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;27;0;1;0;3;27;1;0;12;0;202;7;0;1;0;2;0;11;2;1;800
7729203:Aluguel de material médico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10
7729299:Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;3;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;14;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4;41;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;30;0;0;0;0;1;0;9;0;6;135
7731400:Aluguel de máquinas e equipamentos agrícolas sem operador;5;22;0;1;0;3;1;0;18;0;15;1;2;0;7;0;0;1;0;0;3;30;4;0;0;1;1;5;2;0;0;14;0;0;0;0;17;2;0;2;0;4;12;0;2;0;17;13;7;0;0;3;0;5;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;2;4;0;0;3;0;0;0;0;0;1;3;0;1;0;0;3;0;0;242
7732201:Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;28;14;19;4;18;3;0;0;186;82;275;0;2;0;8;14;2;1;7;3;46;6;54;32;1;47;10;11;23;0;1;1;0;0;0;0;808;61;9;3;20;5;15;35;6;7;133;2;23;10;63;168;5;2;193;3;42;89;4;10;2;0;3;3;2;1;9;10;21;6;0;0;1;1;35;0;19;0;13;4;5;15;25;6;478;55;1;3;7;7;0;61;0;11;3418
7732202:Aluguel de andaimes;0;0;2;0;0;1;0;0;9;8;38;0;0;0;0;0;0;0;0;0;5;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0;335;6;0;0;1;0;0;0;0;0;28;0;0;0;8;13;0;0;44;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;1;0;18;28;0;1;0;42;211;11;0;0;0;0;0;3;0;6;847
7733100:Aluguel de máquinas e equipamentos para escritório;0;0;0;0;1;0;0;0;8;0;14;0;0;0;0;5;0;0;0;0;9;5;21;23;0;1;6;0;8;0;0;0;0;0;0;1;306;7;0;0;8;16;7;0;1;10;349;0;24;0;3;19;0;0;155;0;1;4;1;8;23;6;10;0;0;0;6;0;37;6;0;0;0;1;34;0;29;0;15;17;3;0;0;13;281;1;0;0;0;0;0;0;0;0;1503
7739001:Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
7739002:Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;0;0;0;0;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;13;0;0;0;0;0;0;0;56;0;0;1;0;0;0;0;3;0;0;0;0;0;1;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0;0;0;6;0;0;0;3;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;145
7739003:Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;1;15;0;7;0;2;6;0;41;23;86;7;0;0;1;0;0;0;0;0;25;23;18;60;0;0;2;0;3;0;0;0;2;0;0;0;153;0;1;2;19;2;9;0;0;0;97;1;2;0;20;26;0;23;87;0;13;9;0;13;0;9;0;0;0;3;15;0;0;0;0;0;0;0;95;0;11;7;14;0;0;0;9;0;169;1;0;0;0;0;0;9;0;2;1143
7739099:Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;0;17;26;0;5;2;0;0;77;12;222;0;0;1;0;18;0;0;0;47;23;20;63;46;0;36;7;0;20;0;0;0;0;0;0;3;968;88;2;2;31;2;24;23;3;1;120;13;46;21;41;291;0;6;379;0;44;10;0;3;0;0;1;0;0;0;13;6;20;0;0;0;3;0;94;0;11;0;9;261;2;152;20;115;1214;4;1;23;0;0;55;2;0;4;4773
7740300:Gestão de ativos intangíveis não-financeiros;0;10;1;0;0;1;0;0;2;1;215;0;0;0;0;0;0;0;0;0;0;22;5;8;0;4;1;0;0;0;0;0;0;0;0;0;905;1;0;0;10;1;8;0;0;0;134;0;0;1;24;59;0;6;119;0;68;11;0;1;0;0;1;0;0;4;0;1;2;0;0;0;0;0;91;0;0;0;1;1;0;0;15;0;128;0;0;0;0;0;0;9;0;0;1871
7810800:Seleção e agenciamento de mão-de-obra;0;50;0;0;1;0;0;0;107;0;376;0;0;0;0;0;0;0;0;0;20;80;15;0;0;0;18;0;40;1;0;3;0;0;0;0;1528;1;0;0;2;4;25;0;0;0;21;0;13;0;79;135;0;0;1865;0;0;8;6;1;0;0;8;0;0;0;0;0;2;0;0;0;0;0;114;0;0;0;1;486;0;0;1;2;2582;0;0;0;0;0;0;1111;0;0;8706
7820500:Locação de mão-de-obra temporária;0;0;0;0;0;0;0;0;54;104;370;0;0;0;0;2;0;5;0;36;193;0;241;7;0;198;40;0;8;0;0;0;0;0;0;0;9161;294;8;0;10;0;10;29;0;196;2525;0;40;9;234;744;1;8;1701;0;267;8;2;0;0;1;0;0;0;0;3;0;72;0;0;0;0;1;293;0;24;0;87;0;4;0;0;3;8114;0;1;1;0;18;0;3;0;10;25140
7830200:Fornecimento e gestão de recursos humanos para terceiros;0;0;0;0;0;4;0;0;0;0;98;0;0;0;0;71;0;0;0;0;0;3514;15;154;0;0;104;0;0;0;0;0;0;0;0;0;8877;0;0;0;0;0;0;0;0;0;493;0;0;0;607;0;0;6;11503;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;548;7;0;511;0;0;0;0;0;0;30;0;0;26548
7911200:Agências de viagens;13;38;26;5;11;3;2;0;223;38;291;5;5;0;13;0;6;4;16;1;63;53;105;839;9;32;41;2;30;0;5;3;11;4;0;17;1773;11;2;20;153;28;77;27;19;20;273;21;207;44;313;332;9;38;760;2;93;90;35;43;24;5;92;7;1;33;33;23;144;12;2;3;33;19;379;15;113;3;84;90;24;48;472;14;1909;60;2;22;27;8;515;62;0;40;10622
7912100:Operadores turísticos;0;0;0;0;0;2;0;0;22;0;11;0;0;2;1;0;0;0;0;0;1;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;85;10;0;0;3;0;0;0;8;0;1;0;2;0;35;39;0;0;38;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;10;0;46;0;5;0;0;0;0;1;0;1;348
7990200:Serviços de reservas e outros serviços de turismo não especificados anteriormente;0;0;0;0;0;0;0;0;5;0;15;0;0;0;0;6;0;0;2;3;8;5;16;38;0;0;0;0;2;0;1;0;0;0;0;0;76;12;0;1;0;1;0;3;0;2;5;0;0;8;10;138;0;0;53;0;20;0;4;0;6;12;4;0;0;1;0;2;1;1;0;0;0;2;7;1;2;1;0;7;0;0;3;1;79;10;7;13;0;0;3;0;0;2;599
8011101:Atividades de vigilância e segurança privada;119;40;11;0;0;1;12;1;552;178;1002;0;0;0;17;0;26;0;49;36;226;88;396;130;0;21;210;7;349;3;0;0;24;14;0;0;19750;116;6;37;864;69;1660;82;5;294;3313;26;1281;329;1043;589;2;158;10522;0;293;943;21;489;0;9;112;0;0;12;432;157;685;45;52;28;43;49;3310;28;422;2;541;178;19;49;274;71;23507;573;49;291;26;98;0;57;0;204;76727
8011102:Serviços de adestramento de cães de guarda;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;1;0;0;0;0;2;0;0;0;1;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;11;0;0;0;0;0;0;0;0;0;49
8012900:Atividades de transporte de valores;0;31;0;0;0;0;0;0;307;0;519;0;0;0;0;0;0;12;0;0;61;0;206;126;0;0;38;0;86;0;0;0;21;0;0;0;1840;45;0;0;122;0;81;0;0;0;241;0;62;0;190;197;0;0;602;0;62;100;0;0;0;0;0;0;0;93;0;0;153;0;0;0;0;0;237;0;119;0;115;0;0;0;0;0;1322;0;0;46;56;27;0;189;0;3;7309
8020001:Atividades de monitoramento de sistemas de segurança eletrônico;69;30;3;7;17;30;5;0;262;31;247;0;0;0;8;2;0;0;26;7;76;90;88;53;0;8;22;0;42;17;12;0;7;0;0;0;1832;19;46;31;99;56;32;238;32;4;610;19;6;27;106;36;0;19;569;0;88;37;91;23;17;20;72;0;0;39;9;79;8;28;3;0;75;21;448;13;446;0;198;73;32;31;135;33;1563;141;8;73;30;53;7;108;14;62;9018
8020002:Outras atividades de serviços de segurança;0;0;0;0;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0;11;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;49;10;0;0;0;0;0;0;0;0;322
8030700:Atividades de investigação particular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3
8111700:Serviços combinados para apoio a edifícios, exceto condomínios prediais;0;37;2;5;5;42;27;0;434;99;467;0;0;0;116;52;4;3;0;0;951;239;198;92;0;0;35;0;3;0;0;0;58;0;0;3;8170;9;0;33;77;35;344;20;13;23;281;15;22;0;244;625;5;19;1785;0;3;15;2;274;0;3;98;0;0;14;28;40;270;8;1;0;54;11;674;64;206;1;271;349;47;9;98;121;10739;311;7;110;18;95;24;764;381;178;29880
8112500:Condomínios prediais;217;284;168;7;142;92;32;22;2978;520;4462;4;4;4;164;25;2;1;23;3;547;207;1083;1012;7;130;201;6;214;12;1;8;111;2;0;1;15504;1120;3;51;196;41;133;14;92;53;836;56;192;98;963;4953;7;53;7880;41;504;897;116;78;29;53;77;5;1;95;171;157;759;89;12;10;37;36;1243;19;428;0;113;375;40;50;419;6;14932;1577;12;288;153;122;6;1331;5;282;69509
8121400:Limpeza em prédios e em domicílios;27;2;20;0;2;19;0;0;269;11;1364;0;94;13;3763;2;5;0;15;13;411;460;131;258;0;94;131;0;134;0;1;11;5;58;0;0;20193;161;4;76;448;59;1222;191;0;16;10987;0;252;12;1716;1745;0;0;26614;0;139;1042;1;32;5;0;220;0;0;478;180;6;384;6;12;1;2;67;1320;21;573;0;322;212;4;24;276;38;21433;272;10;74;2;10;11;399;1;771;99357
8122200:Imunização e controle de pragas urbanas;5;3;0;2;11;4;0;0;108;2;124;0;0;0;15;0;0;0;5;1;49;2;25;23;2;1;2;0;13;0;0;0;0;0;0;1;427;59;0;8;23;2;37;18;3;4;83;2;17;1;51;115;4;0;94;0;39;39;0;4;1;4;4;0;0;0;14;3;9;1;0;0;3;1;42;0;27;0;12;44;9;5;45;0;330;16;12;29;8;0;0;187;0;19;2253
8129000:Atividades de limpeza não especificadas anteriormente;5;7;4;9;17;8;0;0;54;29;116;6;159;0;0;33;25;19;144;12;45;251;88;28;0;37;7;0;66;1;0;0;2;0;0;0;1791;172;2;0;38;1;16;8;66;3;578;52;1;2;45;372;0;27;192;0;23;45;54;11;0;0;3;0;0;9;6;0;386;3;0;0;1;0;164;0;3615;0;7;73;0;0;54;1077;4234;28;2;305;11;0;0;5;0;0;14654
8130300:Atividades paisagísticas;21;8;23;12;14;35;6;0;33;4;229;28;4;0;38;2;92;0;1;18;57;58;17;344;5;9;14;3;58;0;1;0;2;0;0;6;567;24;0;21;112;1;29;4;2;18;184;22;13;10;99;69;0;2;150;0;18;20;7;4;2;1;2;6;0;11;4;3;6;7;0;0;2;3;55;1;24;2;15;12;0;2;81;3;390;103;4;3;2;0;0;11;0;28;3301
8211300:Serviços combinados de escritório e apoio administrativo;168;80;112;121;824;83;5;38;1616;367;1570;0;31;0;1146;311;192;296;72;70;522;252;2768;848;38;99;237;0;710;21;18;106;24;24;3;14;12584;283;180;37;1102;43;792;201;77;128;1582;147;75;104;1861;1540;9;14;1717;3;157;1395;108;49;16;22;92;5;2;6;61;29;449;36;5;0;126;39;644;106;135;2;220;312;14;231;77;11;6682;87;38;441;159;41;45;115;1;237;47460
8219901:Fotocópias;11;28;15;8;3;0;8;0;37;21;65;0;0;0;11;12;0;1;0;0;59;2;20;18;7;40;2;3;19;2;1;1;3;3;0;0;441;8;1;9;6;5;17;5;4;2;121;19;27;17;133;90;0;0;127;2;36;23;0;21;1;0;16;0;5;18;35;3;60;5;0;1;1;11;86;28;22;0;62;56;3;2;22;0;374;7;3;20;0;8;2;62;0;13;2440
